game_id,season,game_date,team_id,opp_team_id,player_id,player_name,pos_group,minutes,possessions,unit,s,y,allow_loo,allow_naive,allow_pre,def_pre,own_loo,own_pre,lg_rate
1022100008,2021,2021-05-16,1611661323,1611661317,1628280,Brionna Jones,F,35.266666666666666,68.0,0.68,9.0,13.235294117647058,18.820971249093983,19.02010630922117,,,25.90051457975986,,
1022100008,2021,2021-05-16,1611661323,1611661317,1629567,Natisha Hiedeman,G,34.93333333333333,68.0,0.68,17.0,24.999999999999996,24.5505768714784,24.468623481781375,,,19.389587073608617,,
1022100009,2021,2021-05-18,1611661313,1611661324,204335,Betnijah Laney-Hamilton,F,31.766666666666666,66.0,0.66,20.0,30.3030303030303,19.0498812351544,19.160339437248773,,,23.592233009708735,,19.62421711899791
1022100009,2021,2021-05-18,1611661313,1611661324,1628244,Sami Whitcomb,G,35.43333333333333,73.0,0.73,13.0,17.808219178082194,21.066930106199063,21.111630079402147,,,20.672478206724783,,21.98852772466539
1022100009,2021,2021-05-18,1611661313,1611661324,1629477,Sabrina Ionescu,G,37.46666666666667,77.0,0.77,26.0,33.76623376623377,20.849999999999998,21.111630079402147,,,17.852906287069988,,21.98852772466539
1022100009,2021,2021-05-18,1611661313,1611661324,1630131,Kylee Shook,C,27.916666666666668,56.0,0.56,10.0,17.857142857142854,20.138888888888886,20.051020408163264,,,14.40598690364827,,16.53543307086614
1022100009,2021,2021-05-18,1611661313,1611661324,1630446,Michaela Onyenwere,F,30.066666666666666,62.0,0.62,7.0,11.290322580645162,19.20264213257844,19.160339437248773,,,18.261504747991232,,19.62421711899791
1022100009,2021,2021-05-18,1611661324,1611661313,201480,Sylvia Fowles,C,31.016666666666666,68.0,0.68,26.0,38.23529411764706,25.12144344205413,26.003824091778203,,,26.288659793814432,,16.53543307086614
1022100009,2021,2021-05-18,1611661324,1611661313,203024,Damiris Dantas,F,30.266666666666666,63.0,0.63,7.0,11.11111111111111,20.77542062911485,20.543806646525677,,,16.569200779727097,,19.62421711899791
1022100009,2021,2021-05-18,1611661324,1611661313,203825,Kayla McBride,F,31.833333333333332,68.0,0.68,16.0,23.52941176470588,20.63758389261745,20.543806646525677,,,21.57698454981353,,19.62421711899791
1022100009,2021,2021-05-18,1611661324,1611661313,1627672,Aerial Powers,G,26.683333333333334,60.0,0.6,5.0,8.333333333333334,21.785714285714285,21.44093466032021,,,31.36882129277566,,21.98852772466539
1022100009,2021,2021-05-18,1611661324,1611661313,1630101,Crystal Dangerfield,G,21.366666666666667,45.0,0.45,0.0,0.0,21.985656656207976,21.44093466032021,,,19.184027777777775,,21.98852772466539
1022100010,2021,2021-05-18,1611661317,1611661322,100940,Diana Taurasi,G,27.183333333333334,56.0,0.56,17.0,30.357142857142854,20.83832335329341,20.83525611444393,,,26.20519159456119,,21.98852772466539
1022100010,2021,2021-05-18,1611661317,1611661322,203398,Brittney Griner,C,26.516666666666666,51.0,0.51,14.0,27.45098039215686,23.922902494331066,24.78723404255319,,,32.60748185371301,,16.53543307086614
1022100010,2021,2021-05-18,1611661317,1611661322,203400,Skylar Diggins-Smith,G,26.833333333333332,54.0,0.54,10.0,18.51851851851852,20.619299087854056,20.83525611444393,,,27.99167533818938,,21.98852772466539
1022100010,2021,2021-05-18,1611661317,1611661322,1628915,Kia Nurse,F,22.95,45.0,0.45,12.0,26.666666666666664,21.000688547165478,20.83888149134487,,,18.28793774319066,,19.62421711899791
1022100010,2021,2021-05-18,1611661317,1611661322,1629488,Brianna Turner,F,31.533333333333335,66.0,0.66,10.0,15.15151515151515,20.985947938263074,20.83888149134487,,,12.356478950246037,,19.62421711899791
1022100010,2021,2021-05-18,1611661322,1611661317,201507,Leilani Mitchell,G,20.966666666666665,43.0,0.43,0.0,0.0,24.601307189542478,24.468623481781375,,21.605746100428156,14.182865370770338,,21.98852772466539
1022100010,2021,2021-05-18,1611661322,1611661317,202250,Tina Charles,C,33.11666666666667,66.0,0.66,22.0,33.33333333333333,18.050348152115696,18.866031108881085,,21.605746100428156,35.39559785841761,,16.53543307086614
1022100010,2021,2021-05-18,1611661322,1611661317,203849,Theresa Plaisance,F,23.116666666666667,43.0,0.43,2.0,4.651162790697675,19.238095238095234,19.02010630922117,,21.605746100428156,17.99043062200957,,19.62421711899791
1022100010,2021,2021-05-18,1611661322,1611661317,204333,Natasha Cloud,G,31.183333333333334,61.0,0.61,18.0,29.508196721311474,24.907651715039574,24.468623481781375,,21.605746100428156,13.12302839116719,,21.98852772466539
1022100010,2021,2021-05-18,1611661322,1611661317,1628878,Ariel Atkins,F,29.933333333333334,58.0,0.58,12.0,20.689655172413794,19.14339801230478,19.02010630922117,,21.605746100428156,26.876790830945556,,19.62421711899791
1022100011,2021,2021-05-18,1611661319,1611661328,202633,Liz Cambage,C,22.0,49.0,0.49,18.0,36.734693877551024,24.169530355097365,24.15277030661646,,,27.568493150684933,,16.53543307086614
1022100011,2021,2021-05-18,1611661319,1611661328,203029,Riquna Williams,F,25.633333333333333,55.0,0.55,10.0,18.18181818181818,19.276038196757717,19.356232447612875,,,20.01231527093596,,19.62421711899791
1022100011,2021,2021-05-18,1611661319,1611661328,203833,Chelsea Gray,G,28.483333333333334,60.0,0.6,11.0,18.333333333333336,19.310523587350957,19.61169820594741,,,18.72222222222222,,21.98852772466539
1022100011,2021,2021-05-18,1611661319,1611661328,1628932,A'ja Wilson,F,34.7,71.0,0.71,18.0,25.35211267605634,19.131614654002714,19.356232447612875,,,27.752176139272912,,19.62421711899791
1022100011,2021,2021-05-18,1611661319,1611661328,1629498,Jackie Young,G,37.016666666666666,77.0,0.77,21.0,27.272727272727273,19.58441558441558,19.61169820594741,,,18.075949367088608,,21.98852772466539
1022100011,2021,2021-05-18,1611661328,1611661319,100720,Sue Bird,G,25.333333333333332,53.0,0.53,0.0,0.0,18.369028006589787,18.05157593123209,,,18.426103646833013,,21.98852772466539
1022100011,2021,2021-05-18,1611661328,1611661319,200676,Candice Dupree,C,15.133333333333333,35.0,0.35,2.0,5.714285714285714,22.194760257043992,21.83132530120482,,,18.411552346570396,,16.53543307086614
1022100011,2021,2021-05-18,1611661328,1611661319,204319,Jewell Loyd,G,34.266666666666666,72.0,0.72,17.0,23.61111111111111,18.249176728869376,18.05157593123209,,,28.44542447629548,,21.98852772466539
1022100011,2021,2021-05-18,1611661328,1611661319,1627668,Breanna Stewart,F,36.13333333333333,75.0,0.75,26.0,34.666666666666664,19.32528113286131,19.992019154030327,,,29.717253317945755,,19.62421711899791
1022100011,2021,2021-05-18,1611661328,1611661319,1629478,Katie Lou Samuelson,F,27.666666666666668,57.0,0.57,13.0,22.80701754385965,19.858745326132116,19.992019154030327,,,16.16257088846881,,19.62421711899791
1022100012,2021,2021-05-19,1611661329,1611661330,202664,Courtney Vandersloot,G,30.916666666666668,75.0,0.75,12.0,16.0,20.353339787028073,20.190562613430128,,,17.184154175588866,,20.17543859649123
1022100012,2021,2021-05-19,1611661329,1611661330,1627674,Kahleah Copper,F,28.8,71.0,0.71,23.0,32.3943661971831,21.581437260644293,21.901893287435456,,,22.24576271186441,,20.44701986754967
1022100012,2021,2021-05-19,1611661329,1611661330,1628890,Diamond DeShields,G,34.86666666666667,82.0,0.82,11.0,13.414634146341465,20.3757225433526,20.190562613430128,,,21.081745543945914,,20.17543859649123
1022100012,2021,2021-05-19,1611661330,1611661329,203403,Tianna Hawkins,F,18.266666666666666,41.0,0.41,2.0,4.878048780487805,19.874022589053002,19.899560577526678,,,15.384615384615383,,20.44701986754967
1022100012,2021,2021-05-19,1611661330,1611661329,203824,Odyssey Sims,G,17.316666666666666,38.0,0.38,3.0,7.894736842105263,21.376720901126408,21.375862889788145,,,17.12280701754386,,20.17543859649123
1022100012,2021,2021-05-19,1611661330,1611661329,204322,Elizabeth Williams,C,17.816666666666666,42.0,0.42,7.0,16.666666666666668,19.583604424202992,19.050445103857566,,,12.100139082058414,,23.1433506044905
1022100012,2021,2021-05-19,1611661330,1611661329,1627675,Courtney Williams,G,36.61666666666667,87.0,0.87,24.0,27.586206896551726,21.254443880142208,21.375862889788145,,,23.892944038929443,,20.17543859649123
1022100012,2021,2021-05-19,1611661330,1611661329,1630150,Chennedy Carter,F,28.683333333333334,69.0,0.69,21.0,30.434782608695656,19.87577639751553,19.899560577526678,,,26.824034334763947,,20.44701986754967
1022100013,2021,2021-05-19,1611661323,1611661325,201886,DeWanna Bonner,F,23.783333333333335,43.0,0.43,13.0,30.232558139534884,22.77944111776447,23.03490857278556,,19.511963705235193,24.618736383442265,,20.44701986754967
1022100013,2021,2021-05-19,1611661323,1611661325,201896,Briann January,G,17.1,32.0,0.32,0.0,0.0,20.283975659229206,19.92744860943168,,19.511963705235193,12.381554011370817,,20.17543859649123
1022100013,2021,2021-05-19,1611661323,1611661325,1627673,Jonquel Jones,C,24.45,43.0,0.43,17.0,39.53488372093023,23.97186147186147,24.651394422310755,,19.511963705235193,31.413612565445025,,23.1433506044905
1022100013,2021,2021-05-19,1611661323,1611661325,1628280,Brionna Jones,F,25.35,46.0,0.46,16.0,34.78260869565217,22.38953344853123,23.03490857278556,,19.511963705235193,25.183512140033876,,20.44701986754967
1022100013,2021,2021-05-19,1611661323,1611661325,1629567,Natisha Hiedeman,G,33.45,62.0,0.62,19.0,30.64516129032258,19.919314170448814,19.92744860943168,,19.511963705235193,19.107142857142854,,20.17543859649123
1022100013,2021,2021-05-19,1611661325,1611661323,202650,Jantel Lavender,F,17.066666666666666,32.0,0.32,3.0,9.375,17.449817518248175,17.292225201072387,,21.062979784681108,16.03960396039604,,20.44701986754967
1022100013,2021,2021-05-19,1611661325,1611661323,202658,Danielle Robinson,G,23.116666666666667,43.0,0.43,12.0,27.906976744186046,18.609929078014186,18.947933440687066,,21.062979784681108,17.96554552912223,,20.17543859649123
1022100013,2021,2021-05-19,1611661325,1611661323,1628909,Kelsey Mitchell,G,24.466666666666665,45.0,0.45,9.0,20.0,18.53435985172512,18.947933440687066,,21.062979784681108,26.9713711702662,,20.17543859649123
1022100013,2021,2021-05-19,1611661325,1611661323,1628927,Victoria Vivians,F,18.216666666666665,34.0,0.34,6.0,17.64705882352941,17.31651376146789,17.292225201072387,,21.062979784681108,16.1186848436247,,20.44701986754967
1022100013,2021,2021-05-19,1611661325,1611661323,1629479,Teaira McCowan,C,25.1,45.0,0.45,8.0,17.77777777777778,21.31979695431472,21.217391304347824,,21.062979784681108,21.177223288547662,,23.1433506044905
1022100014,2021,2021-05-20,1611661324,1611661328,201480,Sylvia Fowles,C,30.966666666666665,69.0,0.69,20.0,28.985507246376812,22.971360381861572,24.15277030661646,,22.63138046402923,26.64756446991404,,23.4132581100141
1022100014,2021,2021-05-20,1611661324,1611661328,203024,Damiris Dantas,F,25.3,53.0,0.53,7.0,13.20754716981132,19.670280036133693,19.356232447612875,,22.63138046402923,16.409266409266408,,21.43782383419689
1022100014,2021,2021-05-20,1611661324,1611661328,203825,Kayla McBride,G,34.333333333333336,72.0,0.72,6.0,8.333333333333334,19.738945125199788,19.61169820594741,,22.63138046402923,22.156967431927388,,19.965075669383005
1022100014,2021,2021-05-20,1611661324,1611661328,1627672,Aerial Powers,G,25.316666666666666,56.0,0.56,10.0,17.857142857142854,19.719042663891777,19.61169820594741,,22.63138046402923,30.188679245283016,,19.965075669383005
1022100014,2021,2021-05-20,1611661324,1611661328,1629524,Bridget Carleton,F,27.683333333333334,60.0,0.6,9.0,15.0,19.42754113139509,19.356232447612875,,22.63138046402923,12.411347517730498,,21.43782383419689
1022100014,2021,2021-05-20,1611661324,1611661328,1630101,Crystal Dangerfield,G,28.216666666666665,62.0,0.62,22.0,35.483870967741936,19.757319968346085,19.61169820594741,,22.63138046402923,17.53303964757709,,19.965075669383005
1022100014,2021,2021-05-20,1611661328,1611661324,100720,Sue Bird,G,31.45,67.0,0.67,21.0,31.34328358208955,20.726284584980238,21.111630079402147,,21.7945814589829,17.23692704970949,,19.965075669383005
1022100014,2021,2021-05-20,1611661328,1611661324,200676,Candice Dupree,C,20.683333333333334,43.0,0.43,10.0,23.25581395348837,20.010845986984815,20.051020408163264,,21.7945814589829,17.618469015795867,,23.4132581100141
1022100014,2021,2021-05-20,1611661328,1611661324,204319,Jewell Loyd,G,33.61666666666667,71.0,0.71,23.0,32.3943661971831,20.66484743239891,21.111630079402147,,21.7945814589829,28.09917355371901,,19.965075669383005
1022100014,2021,2021-05-20,1611661328,1611661324,1627668,Breanna Stewart,F,38.4,82.0,0.82,13.0,15.853658536585368,19.020847973764347,19.160339437248773,,21.7945814589829,30.590961761297795,,21.43782383419689
1022100014,2021,2021-05-20,1611661328,1611661324,1629496,Ezi Magbegor,C,12.533333333333333,26.0,0.26,2.0,7.692307692307692,20.25109170305677,20.051020408163264,,21.7945814589829,21.325301204819276,,23.4132581100141
1022100015,2021,2021-05-21,1611661325,1611661330,202650,Jantel Lavender,F,12.166666666666666,23.0,0.23,6.0,26.08695652173913,21.9991270187691,21.901893287435456,,,15.603532875368009,,20.701552616446232
1022100015,2021,2021-05-21,1611661325,1611661330,202658,Danielle Robinson,G,28.55,57.0,0.57,7.0,12.280701754385966,20.19435885280872,20.190562613430128,,,18.589211618257263,,20.772238514173996
1022100015,2021,2021-05-21,1611661325,1611661330,1628909,Kelsey Mitchell,G,34.266666666666666,66.0,0.66,19.0,28.787878787878785,20.120481927710845,20.190562613430128,,,26.751269035532996,,20.772238514173996
1022100015,2021,2021-05-21,1611661325,1611661330,1629479,Teaira McCowan,C,19.733333333333334,39.0,0.39,2.0,5.128205128205128,21.38801261829653,21.641791044776117,,,21.478648820905033,,23.376623376623378
1022100015,2021,2021-05-21,1611661330,1611661325,203026,Tiffany Hayes,F,25.466666666666665,49.0,0.49,14.0,28.571428571428573,22.749631087063452,23.03490857278556,,21.707779348892366,26.759259259259256,,20.701552616446232
1022100015,2021,2021-05-21,1611661330,1611661325,203403,Tianna Hawkins,F,16.2,31.0,0.31,0.0,0.0,23.3071638861629,23.03490857278556,,21.707779348892366,15.441176470588236,,20.701552616446232
1022100015,2021,2021-05-21,1611661330,1611661325,203824,Odyssey Sims,G,26.916666666666668,51.0,0.51,6.0,11.76470588235294,19.612403100775197,19.92744860943168,,21.707779348892366,17.06798866855524,,20.772238514173996
1022100015,2021,2021-05-21,1611661330,1611661325,204322,Elizabeth Williams,C,20.116666666666667,37.0,0.37,0.0,0.0,25.709694697375465,24.651394422310755,,21.707779348892366,12.543312543312542,,23.376623376623378
1022100015,2021,2021-05-21,1611661330,1611661325,1627675,Courtney Williams,G,30.966666666666665,60.0,0.6,16.0,26.666666666666668,19.842931937172775,19.92744860943168,,21.707779348892366,23.967339097022098,,20.772238514173996
1022100015,2021,2021-05-21,1611661330,1611661325,1630150,Chennedy Carter,G,31.633333333333333,63.0,0.63,23.0,36.507936507936506,19.666750820499875,19.92744860943168,,21.707779348892366,26.059322033898308,,20.772238514173996
1022100016,2021,2021-05-21,1611661313,1611661322,204335,Betnijah Laney-Hamilton,F,33.75,70.0,0.7,20.0,28.571428571428573,20.71629213483146,20.83888149134487,,,23.638132295719842,,20.701552616446232
1022100016,2021,2021-05-21,1611661313,1611661322,1628244,Sami Whitcomb,G,31.6,68.0,0.68,9.0,13.235294117647058,21.180215475024482,20.83525611444393,,,20.85661080074488,,20.772238514173996
1022100016,2021,2021-05-21,1611661313,1611661322,1629477,Sabrina Ionescu,G,31.166666666666668,64.0,0.64,10.0,15.625,20.729319627998038,20.83525611444393,,,18.658034137728077,,20.772238514173996
1022100016,2021,2021-05-21,1611661313,1611661322,1630131,Kylee Shook,C,22.25,46.0,0.46,11.0,23.913043478260867,25.56561085972851,24.78723404255319,,,14.179796107506952,,23.376623376623378
1022100016,2021,2021-05-21,1611661313,1611661322,1630446,Michaela Onyenwere,F,10.3,23.0,0.23,5.0,21.73913043478261,20.805369127516776,20.83888149134487,,,17.897727272727273,,20.701552616446232
1022100016,2021,2021-05-21,1611661322,1611661313,201507,Leilani Mitchell,G,33.21666666666667,68.0,0.68,3.0,4.411764705882352,22.026934489842503,21.44093466032021,,19.022821923950076,14.222873900293255,,20.772238514173996
1022100016,2021,2021-05-21,1611661322,1611661313,202250,Tina Charles,C,29.233333333333334,59.0,0.59,34.0,57.6271186440678,24.395604395604398,26.003824091778203,,19.022821923950076,34.53791469194313,,23.376623376623378
1022100016,2021,2021-05-21,1611661322,1611661313,203849,Theresa Plaisance,F,18.416666666666668,40.0,0.4,5.0,12.5,20.375270627856626,20.543806646525677,,19.022821923950076,17.65267175572519,,20.701552616446232
1022100016,2021,2021-05-21,1611661322,1611661313,204333,Natasha Cloud,G,28.25,56.0,0.56,6.0,10.714285714285714,21.99638663053297,21.44093466032021,,19.022821923950076,13.836477987421384,,20.772238514173996
1022100016,2021,2021-05-21,1611661322,1611661313,1628878,Ariel Atkins,F,25.9,52.0,0.52,25.0,48.07692307692307,20.280218475421517,20.543806646525677,,19.022821923950076,26.0422615648201,,20.701552616446232
1022100017,2021,2021-05-21,1611661317,1611661323,100940,Diana Taurasi,G,24.283333333333335,46.0,0.46,13.0,28.26086956521739,18.345021037868165,18.947933440687066,,20.074155887984723,26.373626373626376,,20.772238514173996
1022100017,2021,2021-05-21,1611661317,1611661323,203398,Brittney Griner,C,32.166666666666664,58.0,0.58,6.0,10.344827586206897,20.849673202614376,21.217391304347824,,20.668397441526885,33.18385650224214,,23.376623376623378
1022100017,2021,2021-05-21,1611661317,1611661323,203400,Skylar Diggins-Smith,G,32.71666666666667,60.0,0.6,20.0,33.333333333333336,18.495117748420448,18.947933440687066,,20.54358211149083,27.55741127348643,,20.772238514173996
1022100017,2021,2021-05-21,1611661317,1611661323,1628915,Kia Nurse,F,16.716666666666665,28.0,0.28,6.0,21.428571428571427,17.575757575757578,17.292225201072387,,21.299031344549725,18.473380372033354,,20.701552616446232
1022100017,2021,2021-05-21,1611661317,1611661323,1629488,Brianna Turner,F,31.933333333333334,59.0,0.59,4.0,6.779661016949153,17.51584879079596,17.292225201072387,,21.538671457901785,12.636165577342048,,20.701552616446232
1022100017,2021,2021-05-21,1611661323,1611661317,201886,DeWanna Bonner,F,30.616666666666667,53.0,0.53,14.0,26.41509433962264,18.555691554467565,19.02010630922117,,20.64392244222781,24.698795180722893,,20.701552616446232
1022100017,2021,2021-05-21,1611661323,1611661317,202662,Jasmine Thomas,G,28.866666666666667,50.0,0.5,15.0,30.0,24.372854502244518,24.468623481781375,,21.752890552382194,18.317757009345794,,20.772238514173996
1022100017,2021,2021-05-21,1611661323,1611661317,1627673,Jonquel Jones,C,30.233333333333334,54.0,0.54,16.0,29.629629629629626,18.453333333333333,18.866031108881085,,21.745440595616188,31.707317073170728,,23.376623376623378
1022100017,2021,2021-05-21,1611661323,1611661317,1628280,Brionna Jones,F,27.6,49.0,0.49,8.0,16.3265306122449,19.052201106567235,19.02010630922117,,22.30714563138888,25.678733031674202,,20.701552616446232
1022100017,2021,2021-05-21,1611661323,1611661317,1629567,Natisha Hiedeman,G,33.78333333333333,62.0,0.62,12.0,19.35483870967742,24.41302027748132,24.468623481781375,,21.54159539215443,19.732142857142854,,20.772238514173996
1022100018,2021,2021-05-21,1611661319,1611661320,202633,Liz Cambage,C,20.65,44.0,0.44,11.0,25.0,24.022004889975555,24.28896473265074,,,28.04774083546462,,23.376623376623378
1022100018,2021,2021-05-21,1611661319,1611661320,203029,Riquna Williams,F,23.566666666666666,50.0,0.5,7.0,14.0,18.636871508379887,18.69688385269122,,,20.135052179251076,,20.701552616446232
1022100018,2021,2021-05-21,1611661319,1611661320,203833,Chelsea Gray,G,30.016666666666666,65.0,0.65,18.0,27.69230769230769,19.479495268138802,19.62040916933695,,,18.384401114206124,,20.772238514173996
1022100018,2021,2021-05-21,1611661319,1611661320,1628932,A'ja Wilson,F,29.733333333333334,64.0,0.64,17.0,26.5625,18.313419117647058,18.69688385269122,,,27.704081632653057,,20.701552616446232
1022100018,2021,2021-05-21,1611661319,1611661320,1629498,Jackie Young,G,30.6,65.0,0.65,17.0,26.153846153846153,19.449589838581637,19.62040916933695,,,18.16809260191243,,20.772238514173996
1022100018,2021,2021-05-21,1611661320,1611661319,201911,Kristi Toliver,G,18.233333333333334,40.0,0.4,9.0,22.5,18.03671189146049,18.05157593123209,,,16.772823779193207,,20.772238514173996
1022100018,2021,2021-05-21,1611661320,1611661319,203014,Nneka Ogwumike,F,28.25,62.0,0.62,19.0,30.64516129032258,20.016323199347074,19.992019154030327,,,22.535211267605632,,20.701552616446232
1022100018,2021,2021-05-21,1611661320,1611661319,203823,Chiney Ogwumike,C,30.666666666666668,66.0,0.66,11.0,16.666666666666664,22.000995520159282,21.83132530120482,,,17.687074829931976,,23.376623376623378
1022100018,2021,2021-05-21,1611661320,1611661319,204365,Erica Wheeler,G,19.233333333333334,40.0,0.4,6.0,15.0,17.940932928512282,18.05157593123209,,,23.660714285714285,,20.772238514173996
1022100018,2021,2021-05-21,1611661320,1611661319,1628279,Brittney Sykes,F,22.55,49.0,0.49,2.0,4.081632653061225,20.1946975973488,19.992019154030327,,,16.83848797250859,,20.701552616446232
1022100019,2021,2021-05-22,1611661321,1611661328,203866,Kayla Thornton,F,32.43333333333333,67.0,0.67,14.0,20.8955223880597,19.41747572815534,19.356232447612875,,21.836896667977747,13.537675606641121,,20.838420838420838
1022100019,2021,2021-05-22,1611661321,1611661328,1627669,Moriah Jefferson,G,27.75,61.0,0.61,0.0,0.0,19.756917507111456,19.61169820594741,21.12746666538837,21.836896667977747,17.210348706411697,,20.94482986455236
1022100019,2021,2021-05-22,1611661321,1611661328,1629481,Arike Ogunbowale,G,38.71666666666667,83.0,0.83,28.0,33.734939759036145,19.20933934730698,19.61169820594741,21.12746666538837,21.836896667977747,29.515183803942456,,20.94482986455236
1022100019,2021,2021-05-22,1611661328,1611661321,100720,Sue Bird,G,31.216666666666665,63.0,0.63,6.0,9.523809523809524,22.139633660737985,21.851026973521407,,,18.158403090792017,,20.94482986455236
1022100019,2021,2021-05-22,1611661328,1611661321,200676,Candice Dupree,C,23.116666666666667,46.0,0.46,8.0,17.391304347826086,21.363636363636363,20.632988435788192,,,17.926829268292686,,23.12
1022100019,2021,2021-05-22,1611661328,1611661321,203855,Stephanie Talbot,F,13.583333333333334,27.0,0.27,5.0,18.51851851851852,20.688818821246667,21.220527045769764,,,16.288659793814432,,20.838420838420838
1022100019,2021,2021-05-22,1611661328,1611661321,204319,Jewell Loyd,G,41.53333333333333,84.0,0.84,25.0,29.761904761904763,21.38096507597974,21.851026973521407,,,28.19089900110988,,20.94482986455236
1022100019,2021,2021-05-22,1611661328,1611661321,1627668,Breanna Stewart,F,41.35,86.0,0.86,36.0,41.86046511627907,20.63882063882064,21.220527045769764,,,29.32636469221835,,20.838420838420838
1022100020,2021,2021-05-23,1611661313,1611661329,204335,Betnijah Laney-Hamilton,F,33.583333333333336,73.0,0.73,20.0,27.397260273972602,19.603087100330765,19.899560577526678,,,23.67267413541159,,21.50170648464164
1022100020,2021,2021-05-23,1611661313,1611661329,1628244,Sami Whitcomb,G,30.75,67.0,0.67,11.0,16.417910447761194,21.28625472887768,21.375862889788145,,,20.719602977667495,,20.886075949367083
1022100020,2021,2021-05-23,1611661313,1611661329,1629477,Sabrina Ionescu,G,35.96666666666667,76.0,0.76,19.0,25.0,21.64611125094387,21.375862889788145,,,18.257261410788384,,20.886075949367083
1022100020,2021,2021-05-23,1611661313,1611661329,1630131,Kylee Shook,C,18.283333333333335,40.0,0.4,5.0,12.5,19.868421052631575,19.050445103857566,,,14.654377880184333,,22.51506024096386
1022100020,2021,2021-05-23,1611661313,1611661329,1630446,Michaela Onyenwere,F,21.033333333333335,45.0,0.45,10.0,22.22222222222222,19.841793012524718,19.899560577526678,,,17.82106782106782,,21.50170648464164
1022100020,2021,2021-05-23,1611661329,1611661313,202664,Courtney Vandersloot,G,34.93333333333333,76.0,0.76,14.0,18.42105263157895,21.40560404225999,21.44093466032021,17.02429327330663,20.601173851430836,17.086234600964115,,20.886075949367083
1022100020,2021,2021-05-23,1611661329,1611661313,203838,Astou Ndour-Fall,C,30.816666666666666,66.0,0.66,17.0,25.757575757575758,26.014637391882903,26.003824091778203,,20.601173851430836,16.880733944954127,,22.51506024096386
